,ORGQ_ID,RELQ_CATEGORY,RELQ_DATE,RELQ_ID,RELQ_RANKING_ORDER,RELQ_RELEVANCE2ORGQ,RELQ_USERID,RELQ_USERNAME,RELQ_text,ORGQ_SUBJECT,ORGQ_TEXT,genre
717,Q72,Family Life in Qatar,2012-08-27 06:26:34,Q72_R42,42,Irrelevant,U2329,hany.girgis,Dear Doha Experienced; My wife is here for 6 months; 3 months has already passed and i don't know where to take her else!!! We have been to : Katara City Centre Landmark All Carrefour and LULU hypermarkets Aqua park Aspire zone World trade centre Hayat Plaza Do you have any other suggestions?!!! i am here for almost a year now and i don't know any where else!! Please Suggest:( Thank you;,Sealine Beach Resort,Ay'up everyone; hearing conflicting reviews about the Sealine Beach Resort - Is it any good?,none
718,Q72,Sightseeing and Tourist attractions,2011-07-04 10:46:10,Q72_R71,71,Irrelevant,U2333,kabri,Which all places are there for tourists to Qatar? My nephew 18 years on visit.,Sealine Beach Resort,Ay'up everyone; hearing conflicting reviews about the Sealine Beach Resort - Is it any good?,none
719,Q72,Sightseeing and Tourist attractions,2009-03-04 12:34:03,Q72_R78,78,Relevant,U2337,Blimey Corr,I'm currently living in Doha and my girlfriend is coming over for 10 days and i wanted to take her down to Sealine Resort for the night so we could go to beach/jetski/quads and i could drink and not worry about driving. The question is will there be a problem booking a double room for me and her?,Sealine Beach Resort,Ay'up everyone; hearing conflicting reviews about the Sealine Beach Resort - Is it any good?,none
720,Q73,Visas and Permits,2008-04-09 08:14:19,Q73_R2,2,PerfectMatch,U2341,MedEngineer,Hi; I am interested to migrate to Canada. Appreciate if any one can recomend me a good migration consultants in Qatar. Is it advisable to process my application through them ? or can I do it on my own. Thanks a Lot.,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
721,Q73,Opportunities,2008-10-29 13:08:50,Q73_R3,3,PerfectMatch,U2344,sydnicole,Anybody know an agency here in Qatar where people can apply for Canada? What is the best and fastest process in migrating there? Please advice. Thanks!,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
722,Q73,Qatar Living Lounge,2011-01-25 23:17:59,Q73_R6,6,PerfectMatch,U2346,LillyMum,Please advise; I have this good idea to process my immigration request as a skilled worker to Either Canada or Australia; Kindly advise me which among the two Countries you would recommend please; Further since the immigration process is never easy do I need a Lawyer for the assistance please so to go through comfortably without issue? Please advise.,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
723,Q73,Advice and Help,2012-06-05 00:07:09,Q73_R20,20,Irrelevant,U2349,abdullap4u,"I met one of the person here in qatar through the GULF TIMES advertisement; recruiting the skilled workers to Canada . The recruiter company name is """"m98world"""". How I wil check whether this one is fake or not? They Are asking for 1500 QR for the visa processing also they inform as this process will take 10 months after the registration; So any one have any idea to verify this recruitment? There office is located just opposite side of the Al Safa hotel Near the Jaida Bridge.""",CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
724,Q73,Advice and Help,2008-04-22 12:38:37,Q73_R33,33,Relevant,U2354,stan76,This is for my brother who is working as an IT professional in Dubai.... He is planning to migrate to Canada or Australia. But he is still not sure where to migrate.... I would really appreciate if somebody who has experience in this could give valuable suggestions.. Is Canada or Australia  a better place to migrate ?? Pls give ur valuable advices and suggestions...,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
725,Q73,Working in Qatar,2010-08-03 08:53:52,Q73_R41,41,Relevant,U2355,bonjiek1981,Dears; I'm a Filipino currently working here in Ras Laffan Industrial City. My sister is in Canada and she advised me to acquire the police clearance here in Qatar for future reference when I will be migrating also. My questions: 1. What are the requirements to process a Qatar Police Clearance? 2. What are the steps to follow? Thank you! Regards bonjiek1981,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
726,Q73,Language,2011-06-13 14:50:38,Q73_R52,52,Relevant,U2363,chrestine,[adds = classifieds - services section. mod],CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
727,Q73,Moving to Qatar,2010-02-11 17:30:09,Q73_R63,63,Relevant,U2,anonymous,Australia and Canada; which country is the best for immigration and why?,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
728,Q73,Advice and Help,2008-06-11 11:04:36,Q73_R66,66,Relevant,U1182,stupendous,Is there any good migration consultant for AUSTRALIA or canada in QATAR?? PLEASE HELP ME OUT GUYS....,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
729,Q73,Family Life in Qatar,2010-04-21 18:02:51,Q73_R67,67,Irrelevant,U2372,Aisan,We're interested in having our baby in Canada. I'd like to see if anyone out there has done it too.,CANADIAN IMMIGRATION - Help Please,Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,none
730,Q74,Sports in Qatar,2012-07-24 13:00:22,Q74_R6,6,PerfectMatch,U2376,ritchrj,where can we play basketball during afternoon? public or paid courts? who's in?,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
731,Q74,Sports in Qatar,2012-11-04 12:49:56,Q74_R7,7,Relevant,U2382,Alexplangr,Hi guys; I'm going to move within the next couple of monthes to Doha. Is there any semi-professinal or amateur basketball teams that play and practice regularly? How much organized is in general the Qatari Basketball community? Thank you.,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
732,Q74,Sports in Qatar,2011-02-24 17:28:20,Q74_R11,11,Relevant,U2388,ahamedyoosuf,hey if anyone plays basketball please drop a message below :) its been a long time my friend and i played so we'd love to play some basketball here in doha in the weekends.. thanks..,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
733,Q74,Sports in Qatar,2009-01-25 13:51:00,Q74_R27,27,Irrelevant,U2397,moleopold,Ladies & Gentz; anyone who plays good basketball around Doha?,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
734,Q74,Socialising,2009-12-11 08:55:39,Q74_R37,37,Relevant,U1977,dadamharqatar,Any one here have a group for BASKETBALL enthusiast? I would like to... please let me know thanks dadamhar c';),BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
735,Q74,Sports in Qatar,2009-05-19 21:28:45,Q74_R42,42,Irrelevant,U2404,mielski,Hi; I just would like to know other than the Qatar Badminton Club near Doha College; where else can I play badminton? I heard that QBC membership is already full. If there are any badminton enthusiast out there please send me a message so I can join your group. Thanks; Armiel PH,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
736,Q74,Sports in Qatar,2011-07-27 15:51:22,Q74_R57,57,Irrelevant,U2413,marieelliza,I jwould like to know other than the Qatar Badminton Club near Doha College; where else can I play badminton? I heard that QBC is a crowded area and you have to wait for your turn. If there are any badminton enthusiast out there please send me a message so I can join your group..I'm living in Mansoura and i prefer nearby to my place.,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
737,Q74,Family Life in Qatar,2006-10-11 11:34:17,Q74_R63,63,Irrelevant,U2418,Palmygal,Kia Ora from New Zealand. Can anyone provide me with info on living at Al Khor. It appears from the website to be a pretty nice environment. Are there any Kiwis/Aussie living there? Also; how is the medical centre at Al Khor? Many thanks.,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
738,Q74,Family Life in Qatar,2008-04-20 14:52:27,Q74_R77,77,Irrelevant,U2425,HNS2002,Hello Everyone; Does anyone have any experience/insights with the Middle East International School?  Is the curriculum good (esp. curriculum for pre-k/KG1)?  How is the teaching/learning atmosphere? Thank you in advance for your replies.,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
739,Q74,Moving to Qatar,2008-06-01 21:41:56,Q74_R78,78,Irrelevant,U2430,RTDZ,Hi everyone; we're relocating to Doha with my family (me; my wife; one son and pets) and planning to be in country by mid-June. My housing allowance is roughly 12;000 rials a month and ot´s include the vehicle. What does this exactly buy us in terms of a villa and an car rent ? This value is enough ? Roberto,BasketBall courts in doha,me and my friends are looking for a basketball courts that we can play... free the better!!!,none
740,Q75,Working in Qatar,2006-05-18 21:10:02,Q75_R8,8,Relevant,U2197,asd963,"Hi everyone... I am planning to move to qatar next month. Can anybody tell me what is the system for a newcomer on """"Driving License""""? Is it that one has to pass a rigorous driving test and then he is ussied a drving license for a fee even though he possesses a driving license of his home country? Rgds ASD""",license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
741,Q75,Qatar Living Lounge,2009-05-31 18:14:25,Q75_R15,15,Relevant,U2,anonymous,Went to Madinat Kalifa to convert my american driving license. The rules were changed in May 2009; I have no idea why. Americans will have to take the tests before a license is issued. Do Brits face a similiar dilemma?,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
742,Q75,Qatar Living Lounge,2007-12-10 14:09:04,Q75_R24,24,Irrelevant,U1377,iwael,Vodafone and Qatar Foundation Consortium is selected for grant of Second Mobile Telecommunications License in Qatar Read more in: http://www.ict.gov.qa/output/NewsPage.aspx?PageID=554,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
743,Q75,Salary and Allowances,2006-08-25 15:43:44,Q75_R25,25,Irrelevant,U2434,dr S,Hi; Any doctors around working at HMC as resident? I have applied for residency training program at HMC. Awaiting reply; however; I was wondring what would be the salary to expect and allownaces? Do they offer accommodation to married couples? If not what kind of living allowance they give? Basic salary? How is the training there at HMC? Your guidance will be appreciated. Thanks. S.,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
744,Q75,Qatar Living Lounge,2008-12-21 19:31:29,Q75_R26,26,Relevant,U2,anonymous,can anybody suggest me?,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
745,Q75,Moving to Qatar,2012-09-25 15:36:57,Q75_R36,36,Irrelevant,U267,nemesis01,I am currently working here in Qatar; our employer informed us that they will transfer to contractor with less salary; but we have option not to accept; but the problem is I have Personal Loan in one of the BAnk here in DOHA; what if I will not accept the offer; what will happen to me ; I mean did the BAnk will force to pay or not?,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
746,Q75,Opportunities,2008-03-02 00:29:44,Q75_R41,41,Irrelevant,U2439,esadbey,hi i am new at this forum; so sorry if u were already speaking about this topic. i am planning to move to doha on the end of this year; together with husband. he is chef in the restaurant and we are wondering how to find jobs for both of us . I am speaking english ; arabic; greek and serbian; so maybe if it is possible something in the tourism. which web sites i should visit? thanx,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
747,Q75,Qatari Culture,2008-05-23 00:15:37,Q75_R42,42,Irrelevant,U2443,SmK1361,Hi Guys This is a question mark for me that why some driver here in Qatar Specially QATARIES turn Left/Right the car without any Side Lamp Signal? How they get their driver license? You know that it is very dangrous and it takes live of others? Do you know that the driver (even a professional driver) will think that when you are driving infront of him you will pay attention and sending signal for Turning Left/Right?,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
748,Q75,Moving to Qatar,2008-09-26 14:04:11,Q75_R52,52,Irrelevant,U1329,chanu,Pls suggest some good motor cycles for women Also how much does a reasonable used motor cycle costs?,license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
749,Q75,Advice and Help,2008-05-16 20:24:06,Q75_R55,55,Relevant,U2446,feynmansghost,"Does anyone know what is the legal """"minimum"""" speed limit in Doha? I drive at 70kph (on a road where the max speed limit is 80kph) and everyone's honking at me for driving too slow (by the way; i drive at the """"slow lane"""" since I am a newbie at driving). I checked the MOI website and it only mentions the maximum speed limit. Thanks.""",license.. how to get the fastest way...,hi guys.. i'll be straight-forward; do anyone of you guys know anybody whom i can pay to arrange a driving license for me.. because; today a friend of mind got a license without even attending driving school here.. he paid a guy to arrange everything.. if u know somebody; please reply to this... thanks..,none
750,Q76,Doha Shopping,2010-03-02 00:14:08,Q76_R9,9,Irrelevant,U2091,bujasim2009,Does anyone know where I can get good islamic books related to women in English...I tried jarir but they dont have and the some of the islamic libraries I know are shut down now and some of them just have books in Arabic... any suggestions? Thanks in advance and jazakallahu khair,Books,Where can i donate books?,none
751,Q76,Qatar Living Lounge,2013-02-27 18:49:43,Q76_R11,11,Irrelevant,U989,Birdee,Does any one know about any big book store near Family Food center Airport Road from where I can get some books and novels?,Books,Where can i donate books?,none
752,Q76,Doha Shopping,2006-06-20 19:29:59,Q76_R13,13,Irrelevant,U2451,Bunnie,In contemplating a move to Qatar; I was wondering about the availability of English books as this is one of my favorite hobbies.Â  Is there such a thing as a public library; or are English books only available in bookstores; in which case is there a huge mark-up in comparisson to the US or Canada? Thanks!Â ,Books,Where can i donate books?,none
753,Q76,Politics,2013-01-09 10:41:44,Q76_R26,26,Irrelevant,U750,Aisha,Hello Qatarliving! Can you help me find books about Qatar's history since pearls' diving till oil's discovery? It's for academic papers in English. I need to buy some and ship them overseas to a friend ASAP. Thanks a lot!,Books,Where can i donate books?,none
754,Q76,Qatar Living Lounge,2010-02-12 20:51:59,Q76_R37,37,Irrelevant,U233,sabrang kidul,Anyone have any idea why Qatar (or GCC for that matter) is not in Kindle (e-book reader from amazon for those who don't know) coverage? I would think the demography of GCC will suit them well: compact area; high expatriate concentration; general lack of other entertainment (more time to read); high disposable income for reading expats and lack of proper bookshop. So what's the problem....?,Books,Where can i donate books?,none
755,Q76,Moving to Qatar,2009-04-30 14:40:42,Q76_R38,38,Irrelevant,U2460,RovingTeacher,Does anyone know how good a delivery service you get in Qatar with Amazon books? It might sound a strange question; but as an avid reader; I can't do without my books. I have taught in six different countries and in two I received less than a third of my Amazon orders.,Books,Where can i donate books?,none
756,Q76,Doha Shopping,2008-07-09 06:00:11,Q76_R41,41,Relevant,U2465,redsnow,is there any good bookstore in Doha?,Books,Where can i donate books?,none
757,Q76,Moving to Qatar,2012-06-29 12:40:25,Q76_R53,53,Relevant,U2470,ninabrown1987,Where to buy english books? Is there a public library in doha? thanks,Books,Where can i donate books?,none
758,Q76,Advice and Help,2011-03-02 10:48:08,Q76_R58,58,Relevant,U979,Speedysid,Books are the quietest and most constant of friends; they are the most accessible and wisest of counselors; and the most patient of teachers. - Charles William Eliot Which book/s are you all currently reading? And are there any good stores apart from Jarir where they sell books? Hardly know any place?,Books,Where can i donate books?,none
759,Q76,Qatar Living Lounge,2011-03-23 17:52:45,Q76_R62,62,Irrelevant,U49,edifis,Where can I find Enid Blyton's hardbound Brer Rabit book series for children? I had all the Brer Rabbit books as a kid now I can't find any in the Book stores. It was fun to read and I want to give it to some kids at home. Can any one suggest a book store having them please?,Books,Where can i donate books?,none
760,Q77,Family Life in Qatar,2008-01-09 15:22:33,Q77_R4,4,Relevant,U2475,Jesse,I'm from the US; and working in Qatar under my own sponsership. I found out when I was back in the US for the holidays that I'm pregnant. I need to find an OBGYN here in Doha; as I will be here for a while yet. Does anyone know if the hospital will give me problems or refuse to see me because I'm not married? Any advice would be greatly appreciated. Thanks,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
761,Q77,Family Life in Qatar,2010-04-25 19:39:48,Q77_R5,5,Relevant,U1258,soulshine431,I will soon marry a Qatari man and live in Doha. Recently I was told that once I am married and in Qatar that I will not be allowed to travel back to the USA or any country without my husbands permission. Can someone tell me if this is correct? I have tried researching this but have not found any definite information. Also; if there are any American women married to a Qatari on QL; I would love to ask more questions. Thank you,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
762,Q77,Qatari Culture,2008-02-25 14:47:22,Q77_R7,7,Irrelevant,U2,anonymous,We have been invited to a Qatari Wedding this Thursday; and apart from not knowing anyone (as my husband will be on the men's party and I will be at the women's party - to state the obvious!) I have no idea what to expect and what the customs are.  What should I wear? Do we bring a gift?  What happens during a wedding? I am very honored to have been invited but terrified of making a fool of my self!,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
763,Q77,Qatar Living Lounge,2010-01-20 08:52:06,Q77_R9,9,Irrelevant,U2477,jobless,What if your girl friend is pregnant but you’re not yet married and you still want to stay here in doha and you don’t have enough time to prepare for the requirements to get married here; and its not allowed to get married here if you are pregnant; solution is it possible to have vacation and get married there and come back here bringing a marriage certificate? just Curious about this case.,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
764,Q77,Socialising,2011-03-31 13:19:30,Q77_R16,16,Irrelevant,U2480,zamzam2000,Dear all Marriage important part of the life so why?,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
765,Q77,Socialising,2012-12-23 23:54:34,Q77_R20,20,Irrelevant,U2483,Ruby23,What would you prefer ? Comments would be highly appreciable :],Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
766,Q77,Qatari Culture,2009-02-01 18:08:45,Q77_R23,23,Irrelevant,U2,anonymous,why Arab Girls NOt getting marry indian man,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
767,Q77,Qatar Living Lounge,2012-03-13 17:28:05,Q77_R24,24,Irrelevant,U77,qatarisun,Does one need a NOC from the sponsoring company for getting married??? What is this delirium now? I thought it was a joke.. but people are actually answering seriously.. http://www.qatarliving.com/answers/living-in-qatar/please-give-me-sample-noc-for-marriage,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
768,Q77,Qatar Living Lounge,2009-02-18 14:05:24,Q77_R29,29,Relevant,U2,anonymous,"It's normal to hear """"marry the ONE you love"""" or to show your love; we always say """"I love you with all my heart"""". But how can it be? How can you say you love a person you marry when you can marry another three? Does true love still exist today? Just asking?""",Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
769,Q77,Family Life in Qatar,2010-11-07 10:02:19,Q77_R30,30,Irrelevant,U2487,damsel_in_distress,Is there any Pinay OB GYN here in Doha?,Marriage Leave,Dear All I would like to know that is there any rule in qatar labor law which states that a person can get a marriage paid leave for certain amount of time? your answers and suggestion would be greatly appreciated.,none
770,Q78,Funnies,2013-01-24 12:04:22,Q78_R2,2,PerfectMatch,U2491,shachi,Hello Everyone! What's everyone doing today? Looking at your watches every 15mins or loitering at office at each desk or facebooking or have just snapped on a junior staff! hahaha..The weekend is here again- Have a great one!!,Whats everyone up to this weekend?,???????????????????,none
771,Q78,Qatar Living Lounge,2007-06-01 13:59:21,Q78_R3,3,PerfectMatch,U2,anonymous,Hey Everyone; What are you upto this weekend? Anything interesting going on? Anyone doing anything super exciting? Or are you just relaxing at home with family? Tell us how you spend your weekends by leaving a comment :),Whats everyone up to this weekend?,???????????????????,none
772,Q78,Qatar Living Lounge,2008-12-17 11:20:00,Q78_R6,6,Relevant,U597,greentea,Aside from thronging to the National holiday celebration in Corniche; what's your plan this weekend? The FilExpat community will have their Christmas Party; what about you? :) To ALL; let's celebrate the special holiday with the Qataris! .,Whats everyone up to this weekend?,???????????????????,none
773,Q78,Socialising,2013-05-02 08:28:53,Q78_R7,7,PerfectMatch,U2304,MarcoNandoz-01,Just a matter of hours now and I’m off! Have been such a tiresome week that seemed to forever! and am so excited things will finally slow down around here; I'll get time to catch my breath! Looks like the weather is going to co-operate (so far!); bring outdoor activities! What are everyone’s plans for the weekend??,Whats everyone up to this weekend?,???????????????????,none
774,Q78,Family Life in Qatar,2008-06-19 20:40:21,Q78_R12,12,Relevant,U1647,BCA,So everyone; its the weekend! This weekend we really want to do something good with our 14 mth old son. Want to avoid Villagio and play centres.........any ideas?????,Whats everyone up to this weekend?,???????????????????,none
775,Q78,Qatar Living Lounge,2007-07-12 09:55:24,Q78_R14,14,Relevant,U174,herne,Hi guys!!! what are your plans for the weekend? for tonight and for tomorrow?,Whats everyone up to this weekend?,???????????????????,none
776,Q78,Qatar Living Lounge,2012-09-30 09:08:45,Q78_R15,15,Relevant,U30,Captain_Lost,aaaaaaaaaaaaaaaaaaaaaaaaa...... aaaaaaaaaaaaaaaaaaaaaaaaa...... aaaaaaaaaaaaaaaaaaaaaaaaa...... aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaap !!! (incase you didn't get what i said; checkout the video..something to bring a smile on your face with old sweet memories) http://www.youtube.com/watch?v=41RFw9aqIxM&feature=related Morning everyone; hows it going?? I had an AWESOME weekend; how about you guys ???,Whats everyone up to this weekend?,???????????????????,none
777,Q78,Funnies,2010-07-01 12:04:04,Q78_R16,16,Irrelevant,U52,drmana,"Why is there no """" Its weekend OR Happy weekend"""" thread posted today in QL? Its strange not to have a reminder. I thought at least pajju or FU would never forget to post that one. But..............anyways; Happy Weekend everyone! P.S: I know its not funny but still.......:-)))""",Whats everyone up to this weekend?,???????????????????,none
778,Q78,Qatar Living Lounge,2012-04-05 08:08:33,Q78_R17,17,Relevant,U61,smoke,Wass ssuspppppppppp citizens of QL. Weekend is here finally and its been a very hectic week for me fending off stray animals and teaching them new tricks in obidence. Besides that whats your plan for the weekend? Hope you all have a wonderful sunny sunny day. Easter is coming up yippie!! Let the Booze Ooze!!,Whats everyone up to this weekend?,???????????????????,none
779,Q78,Qatar Living Lounge,2009-05-07 14:05:38,Q78_R19,19,Relevant,U2160,lilBoPeep,"Weekend; as I have always known it; before coming to the Middle East; was classified as a Saturday & Sunday. Here; for some; its Friday AND Saturday. Are you one of the fortunate ones; with 2 days weekend or unfortunate? What are you planning for your """"weekend?"""" Have a GRRRR....8 one; what ever you do!""",Whats everyone up to this weekend?,???????????????????,none
780,Q79,Moving to Qatar,2007-07-27 06:33:44,Q79_R2,2,Relevant,U746,surfcatgolferdude,"My wife and I are moving to Qatar in October from The USA (Texas) SHe is a bit concerned on what is proper dress for women. We have been told that anything is fine as long as her sholders are covered and her knees....She is very upset about having to """"cover up"""" when its 115' degrees outside. What is acceptable?""",What to wear??,I'm moving to Qutar on Friday (in 2days. What can I wear? What can't I wear? Can I wear knee length dresses and skirts? Can they be just above the knee?,none
781,Q79,Qatari Culture,2008-02-25 14:47:22,Q79_R6,6,Irrelevant,U2,anonymous,We have been invited to a Qatari Wedding this Thursday; and apart from not knowing anyone (as my husband will be on the men's party and I will be at the women's party - to state the obvious!) I have no idea what to expect and what the customs are.  What should I wear? Do we bring a gift?  What happens during a wedding? I am very honored to have been invited but terrified of making a fool of my self!,What to wear??,I'm moving to Qutar on Friday (in 2days. What can I wear? What can't I wear? Can I wear knee length dresses and skirts? Can they be just above the knee?,none
782,Q79,Qatari Culture,2009-06-10 23:03:10,Q79_R7,7,Relevant,U2502,keiko,Do women wear open toe or closed toe shoes in Qatar? What is an acceptable height of heel? What women's shoes are accepted in Qatari culture? Are expat women held to the same standard (regarding shoes) as qatari women? Thanks in advance.,What to wear??,I'm moving to Qutar on Friday (in 2days. What can I wear? What can't I wear? Can I wear knee length dresses and skirts? Can they be just above the knee?,none
783,Q79,Moving to Qatar,2007-08-31 12:23:31,Q79_R12,12,Relevant,U2505,adriana,hi to all:) I'm coming to Doha on 14th September; and i'm wondering what temperature there is during the winter. How many degrees are there? Is it cold in December and January? Should i take any warm sweaters with me? ( lool i'm really chilly person:)) Cheers!,What to wear??,I'm moving to Qutar on Friday (in 2days. What can I wear? What can't I wear? Can I wear knee length dresses and skirts? Can they be just above the knee?,none
